,,,S01,S01,S02,S02,S03,S03,S04,S04,S05,S05,S06,S06,S07,S07,S08,S08,S09,S09,S10,S10,S11,S11,S12,S12,S13,S13,S14,S14,S15,S15,S16,S16,S17,S17,S18,S18,S19,S19,S20,S20,S21,S21,S22,S22,S23,S23,S24,S24,S25,S25,S26,S26,S27,S27,S28,S28,S29,S29,S30,S30,S31,S31,S32,S32,S33,S33,S34,S34,S35,S35,S36,S36,S37,S37,S38,S38,S39,S39,S40,S40,S41,S41,S42,S42,S43,S43,S44,S44,S45,S45,S46,S46,S47,S47,S48,S48,S49,S49,S50,S50,S51,S51
1400000US25027709100,25027709100,"Census Tract 7091, Worcester County, Massachusetts",1564,100.0,1500,95.9,64,4.1,1500,100.0,1134,75.6,820,54.7,314,20.9,366,24.4,64,100.0,14,21.9,1,1.6,16,25.0,0,0.0,3,4.7,0,0.0,30,46.9,1500,100.0,1134,75.6,1096,73.1,1067,71.1,12,0.8,0,0.0,10,0.7,0,0.0,0,0.0,7,0.5,38,2.5,23,1.5,3,0.2,1,0.1,1,0.1,0,0.0,7,0.5,3,0.2,366,24.4,285,19.0,257,17.1,10,0.7,1,0.1,5,0.3,0,0.0,2,0.1,10,0.7,81,5.4,48,3.2,2,0.1,0,0.0,0,0.0,0,0.0,29,1.9,2,0.1
1400000US25027709201,25027709201,"Census Tract 7092.01, Worcester County, Massachusetts",2842,100.0,2719,95.7,123,4.3,2719,100.0,2025,74.5,1540,56.6,485,17.8,694,25.5,123,100.0,38,30.9,0,0.0,29,23.6,4,3.3,20,16.3,0,0.0,32,26.0,2719,100.0,2025,74.5,1959,72.0,1866,68.6,40,1.5,4,0.1,27,1.0,2,0.1,5,0.2,15,0.6,66,2.4,37,1.4,2,0.1,0,0.0,0,0.0,0,0.0,23,0.8,4,0.1,694,25.5,493,18.1,447,16.4,26,1.0,1,0.0,6,0.2,0,0.0,4,0.1,9,0.3,201,7.4,98,3.6,5,0.2,0,0.0,1,0.0,0,0.0,84,3.1,13,0.5
1400000US25027709202,25027709202,"Census Tract 7092.02, Worcester County, Massachusetts",3143,100.0,2916,92.8,227,7.2,2916,100.0,1776,60.9,1344,46.1,432,14.8,1140,39.1,227,100.0,124,54.6,2,0.9,32,14.1,2,0.9,17,7.5,0,0.0,50,22.0,2916,100.0,1776,60.9,1664,57.1,1529,52.4,47,1.6,1,0.0,50,1.7,0,0.0,13,0.4,24,0.8,112,3.8,78,2.7,3,0.1,0,0.0,0,0.0,0,0.0,28,1.0,3,0.1,1140,39.1,882,30.2,712,24.4,100,3.4,3,0.1,22,0.8,1,0.0,26,0.9,18,0.6,258,8.8,160,5.5,8,0.3,0,0.0,0,0.0,1,0.0,68,2.3,21,0.7
1400000US25027709400,25027709400,"Census Tract 7094, Worcester County, Massachusetts",2128,100.0,1936,91.0,192,9.0,1936,100.0,639,33.0,466,24.1,173,8.9,1297,67.0,192,100.0,116,60.4,4,2.1,5,2.6,13,6.8,3,1.6,0,0.0,51,26.6,1936,100.0,639,33.0,568,29.3,510,26.3,17,0.9,0,0.0,28,1.4,0,0.0,5,0.3,8,0.4,71,3.7,36,1.9,3,0.2,1,0.1,0,0.0,0,0.0,26,1.3,5,0.3,1297,67.0,946,48.9,829,42.8,50,2.6,3,0.2,40,2.1,0,0.0,9,0.5,15,0.8,351,18.1,199,10.3,14,0.7,1,0.1,2,0.1,1,0.1,119,6.1,15,0.8
1400000US25027709501,25027709501,"Census Tract 7095.01, Worcester County, Massachusetts",809,100.0,778,96.2,31,3.8,778,100.0,691,88.8,509,65.4,182,23.4,87,11.2,31,100.0,7,22.6,1,3.2,6,19.4,1,3.2,3,9.7,0,0.0,13,41.9,778,100.0,691,88.8,676,86.9,639,82.1,18,2.3,0,0.0,15,1.9,0,0.0,2,0.3,2,0.3,15,1.9,12,1.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,2,0.3,87,11.2,77,9.9,72,9.3,2,0.3,0,0.0,1,0.1,0,0.0,0,0.0,2,0.3,10,1.3,5,0.6,0,0.0,0,0.0,0,0.0,0,0.0,5,0.6,0,0.0
1400000US25027709502,25027709502,"Census Tract 7095.02, Worcester County, Massachusetts",2488,100.0,2374,95.4,114,4.6,2374,100.0,1505,63.4,1162,48.9,343,14.4,869,36.6,114,100.0,46,40.4,11,9.6,21,18.4,0,0.0,11,9.6,0,0.0,25,21.9,2374,100.0,1505,63.4,1465,61.7,1380,58.1,45,1.9,1,0.0,28,1.2,0,0.0,1,0.0,10,0.4,40,1.7,30,1.3,1,0.0,0,0.0,0,0.0,0,0.0,9,0.4,0,0.0,869,36.6,771,32.5,647,27.3,74,3.1,0,0.0,32,1.3,0,0.0,8,0.3,10,0.4,98,4.1,60,2.5,8,0.3,0,0.0,0,0.0,0,0.0,27,1.1,3,0.1
1400000US25027709600,25027709600,"Census Tract 7096, Worcester County, Massachusetts",1153,100.0,1061,92.0,92,8.0,1061,100.0,331,31.2,254,23.9,77,7.3,730,68.8,92,100.0,63,68.5,1,1.1,1,1.1,1,1.1,2,2.2,0,0.0,24,26.1,1061,100.0,331,31.2,311,29.3,293,27.6,11,1.0,0,0.0,2,0.2,0,0.0,1,0.1,4,0.4,20,1.9,19,1.8,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,730,68.8,569,53.6,452,42.6,63,5.9,3,0.3,19,1.8,0,0.0,21,2.0,11,1.0,161,15.2,91,8.6,5,0.5,2,0.2,0,0.0,0,0.0,56,5.3,7,0.7
1400000US25027709701,25027709701,"Census Tract 7097.01, Worcester County, Massachusetts",2557,100.0,2374,92.8,183,7.2,2374,100.0,1217,51.3,876,36.9,341,14.4,1157,48.7,183,100.0,66,36.1,5,2.7,65,35.5,4,2.2,6,3.3,0,0.0,37,20.2,2374,100.0,1217,51.3,1155,48.7,1104,46.5,23,1.0,0,0.0,15,0.6,0,0.0,1,0.0,12,0.5,62,2.6,37,1.6,3,0.1,1,0.0,0,0.0,0,0.0,19,0.8,2,0.1,1157,48.7,910,38.3,742,31.3,121,5.1,0,0.0,26,1.1,0,0.0,7,0.3,14,0.6,247,10.4,136,5.7,11,0.5,3,0.1,0,0.0,0,0.0,83,3.5,14,0.6
1400000US25027709702,25027709702,"Census Tract 7097.02, Worcester County, Massachusetts",1189,100.0,1109,93.3,80,6.7,1109,100.0,512,46.2,396,35.7,116,10.5,597,53.8,80,100.0,52,65.0,2,2.5,7,8.8,1,1.3,3,3.8,0,0.0,15,18.8,1109,100.0,512,46.2,494,44.5,476,42.9,8,0.7,0,0.0,6,0.5,0,0.0,0,0.0,4,0.4,18,1.6,8,0.7,0,0.0,0,0.0,0,0.0,0,0.0,8,0.7,2,0.2,597,53.8,539,48.6,492,44.4,23,2.1,1,0.1,13,1.2,1,0.1,2,0.2,7,0.6,58,5.2,33,3.0,1,0.1,0,0.0,0,0.0,0,0.0,18,1.6,6,0.5
1400000US25027710100,25027710100,"Census Tract 7101, Worcester County, Massachusetts",1507,100.0,1336,88.7,171,11.3,1336,100.0,638,47.8,497,37.2,141,10.6,698,52.2,171,100.0,84,49.1,2,1.2,19,11.1,1,0.6,1,0.6,0,0.0,64,37.4,1336,100.0,638,47.8,529,39.6,468,35.0,26,1.9,4,0.3,23,1.7,0,0.0,0,0.0,8,0.6,109,8.2,62,4.6,7,0.5,0,0.0,0,0.0,0,0.0,34,2.5,6,0.4,698,52.2,514,38.5,454,34.0,25,1.9,5,0.4,25,1.9,0,0.0,0,0.0,5,0.4,184,13.8,88,6.6,8,0.6,1,0.1,0,0.0,0,0.0,73,5.5,14,1.0
1400000US25027710200,25027710200,"Census Tract 7102, Worcester County, Massachusetts",2997,100.0,2788,93.0,209,7.0,2788,100.0,1986,71.2,1459,52.3,527,18.9,802,28.8,209,100.0,62,29.7,1,0.5,48,23.0,5,2.4,22,10.5,0,0.0,71,34.0,2788,100.0,1986,71.2,1899,68.1,1818,65.2,33,1.2,4,0.1,31,1.1,0,0.0,3,0.1,10,0.4,87,3.1,47,1.7,3,0.1,0,0.0,0,0.0,0,0.0,30,1.1,7,0.3,802,28.8,548,19.7,457,16.4,39,1.4,2,0.1,33,1.2,1,0.0,3,0.1,13,0.5,254,9.1,96,3.4,9,0.3,2,0.1,1,0.0,0,0.0,126,4.5,20,0.7
1400000US25027710300,25027710300,"Census Tract 7103, Worcester County, Massachusetts",1287,100.0,1189,92.4,98,7.6,1189,100.0,895,75.3,710,59.7,185,15.6,294,24.7,98,100.0,30,30.6,0,0.0,17,17.3,8,8.2,9,9.2,0,0.0,34,34.7,1189,100.0,895,75.3,839,70.6,781,65.7,23,1.9,6,0.5,17,1.4,0,0.0,2,0.2,10,0.8,56,4.7,37,3.1,5,0.4,0,0.0,0,0.0,0,0.0,13,1.1,1,0.1,294,24.7,249,20.9,228,19.2,8,0.7,1,0.1,7,0.6,0,0.0,1,0.1,4,0.3,45,3.8,28,2.4,1,0.1,1,0.1,0,0.0,0,0.0,11,0.9,4,0.3
1400000US25027710400,25027710400,"Census Tract 7104, Worcester County, Massachusetts",919,100.0,839,91.3,80,8.7,839,100.0,577,68.8,435,51.8,142,16.9,262,31.2,80,100.0,40,50.0,4,5.0,18,22.5,0,0.0,1,1.3,0,0.0,17,21.3,839,100.0,577,68.8,547,65.2,518,61.7,8,1.0,0,0.0,17,2.0,0,0.0,0,0.0,4,0.5,30,3.6,18,2.1,0,0.0,1,0.1,0,0.0,0,0.0,11,1.3,0,0.0,262,31.2,229,27.3,213,25.4,4,0.5,0,0.0,10,1.2,0,0.0,1,0.1,1,0.1,33,3.9,22,2.6,0,0.0,1,0.1,0,0.0,0,0.0,7,0.8,3,0.4
1400000US25027710500,25027710500,"Census Tract 7105, Worcester County, Massachusetts",1501,100.0,1289,85.9,212,14.1,1289,100.0,399,31.0,306,23.7,93,7.2,890,69.0,212,100.0,113,53.3,2,0.9,23,10.8,6,2.8,0,0.0,0,0.0,68,32.1,1289,100.0,399,31.0,336,26.1,304,23.6,11,0.9,1,0.1,17,1.3,0,0.0,0,0.0,3,0.2,63,4.9,32,2.5,1,0.1,0,0.0,0,0.0,0,0.0,24,1.9,6,0.5,890,69.0,623,48.3,545,42.3,31,2.4,2,0.2,24,1.9,0,0.0,1,0.1,20,1.6,267,20.7,102,7.9,17,1.3,4,0.3,1,0.1,1,0.1,127,9.9,15,1.2
1400000US25027710600,25027710600,"Census Tract 7106, Worcester County, Massachusetts",2919,100.0,2569,88.0,350,12.0,2569,100.0,1190,46.3,947,36.9,243,9.5,1379,53.7,350,100.0,181,51.7,1,0.3,47,13.4,3,0.9,6,1.7,0,0.0,112,32.0,2569,100.0,1190,46.3,1034,40.2,955,37.2,40,1.6,0,0.0,20,0.8,0,0.0,3,0.1,16,0.6,156,6.1,78,3.0,9,0.4,2,0.1,0,0.0,0,0.0,62,2.4,5,0.2,1379,53.7,965,37.6,845,32.9,50,1.9,4,0.2,31,1.2,0,0.0,6,0.2,29,1.1,414,16.1,171,6.7,20,0.8,1,0.0,1,0.0,0,0.0,202,7.9,19,0.7
1400000US25027710700,25027710700,"Census Tract 7107, Worcester County, Massachusetts",1113,100.0,854,76.7,259,23.3,854,100.0,84,9.8,69,8.1,15,1.8,770,90.2,259,100.0,88,34.0,2,0.8,2,0.8,3,1.2,1,0.4,1,0.4,162,62.5,854,100.0,84,9.8,70,8.2,54,6.3,7,0.8,0,0.0,4,0.5,0,0.0,1,0.1,4,0.5,14,1.6,6,0.7,0,0.0,0,0.0,0,0.0,0,0.0,5,0.6,3,0.4,770,90.2,548,64.2,481,56.3,44,5.2,0,0.0,9,1.1,0,0.0,0,0.0,14,1.6,222,26.0,90,10.5,9,1.1,0,0.0,0,0.0,0,0.0,111,13.0,12,1.4
1400000US25027710800,25027710800,"Census Tract 7108, Worcester County, Massachusetts",1940,100.0,1628,83.9,312,16.1,1628,100.0,598,36.7,489,30.0,109,6.7,1030,63.3,312,100.0,151,48.4,4,1.3,18,5.8,5,1.6,3,1.0,0,0.0,131,42.0,1628,100.0,598,36.7,529,32.5,479,29.4,31,1.9,1,0.1,12,0.7,0,0.0,0,0.0,6,0.4,69,4.2,38,2.3,3,0.2,1,0.1,1,0.1,0,0.0,20,1.2,6,0.4,1030,63.3,763,46.9,695,42.7,42,2.6,0,0.0,8,0.5,1,0.1,2,0.1,15,0.9,267,16.4,89,5.5,15,0.9,0,0.0,0,0.0,0,0.0,152,9.3,11,0.7
1400000US25027711000,25027711000,"Census Tract 7110, Worcester County, Massachusetts",1289,100.0,1115,86.5,174,13.5,1115,100.0,520,46.6,362,32.5,158,14.2,595,53.4,174,100.0,80,46.0,8,4.6,17,9.8,2,1.1,6,3.4,0,0.0,61,35.1,1115,100.0,520,46.6,456,40.9,410,36.8,18,1.6,1,0.1,20,1.8,0,0.0,1,0.1,6,0.5,64,5.7,34,3.0,5,0.4,0,0.0,0,0.0,0,0.0,21,1.9,4,0.4,595,53.4,434,38.9,365,32.7,37,3.3,1,0.1,18,1.6,0,0.0,1,0.1,12,1.1,161,14.4,63,5.7,1,0.1,2,0.2,0,0.0,0,0.0,90,8.1,5,0.4
1400000US25027711100,25027711100,"Census Tract 7111, Worcester County, Massachusetts",1645,100.0,1558,94.7,87,5.3,1558,100.0,1304,83.7,984,63.2,320,20.5,254,16.3,87,100.0,22,25.3,1,1.1,14,16.1,5,5.7,10,11.5,0,0.0,35,40.2,1558,100.0,1304,83.7,1268,81.4,1209,77.6,25,1.6,0,0.0,28,1.8,1,0.1,0,0.0,5,0.3,36,2.3,26,1.7,0,0.0,0,0.0,0,0.0,0,0.0,9,0.6,1,0.1,254,16.3,245,15.7,232,14.9,6,0.4,0,0.0,5,0.3,0,0.0,0,0.0,2,0.1,9,0.6,7,0.4,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,1,0.1
1400000US25027712101,25027712101,"Census Tract 7121.01, Worcester County, Massachusetts",2532,100.0,2359,93.2,173,6.8,2359,100.0,2042,86.6,1477,62.6,565,24.0,317,13.4,173,100.0,18,10.4,2,1.2,40,23.1,5,2.9,45,26.0,1,0.6,62,35.8,2359,100.0,2042,86.6,2015,85.4,1968,83.4,15,0.6,2,0.1,25,1.1,0,0.0,0,0.0,5,0.2,27,1.1,17,0.7,2,0.1,0,0.0,0,0.0,0,0.0,5,0.2,3,0.1,317,13.4,300,12.7,290,12.3,0,0.0,0,0.0,6,0.3,0,0.0,0,0.0,4,0.2,17,0.7,7,0.3,1,0.0,0,0.0,0,0.0,0,0.0,8,0.3,1,0.0
1400000US25027712102,25027712102,"Census Tract 7121.02, Worcester County, Massachusetts",1601,100.0,1476,92.2,125,7.8,1476,100.0,1341,90.9,1031,69.9,310,21.0,135,9.1,125,100.0,21,16.8,2,1.6,25,20.0,7,5.6,51,40.8,0,0.0,19,15.2,1476,100.0,1341,90.9,1328,90.0,1293,87.6,10,0.7,2,0.1,15,1.0,0,0.0,0,0.0,8,0.5,13,0.9,8,0.5,0,0.0,0,0.0,0,0.0,0,0.0,4,0.3,1,0.1,135,9.1,130,8.8,123,8.3,0,0.0,1,0.1,0,0.0,0,0.0,0,0.0,6,0.4,5,0.3,3,0.2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,1,0.1
1400000US25027713100,25027713100,"Census Tract 7131, Worcester County, Massachusetts",2614,100.0,2409,92.2,205,7.8,2409,100.0,1932,80.2,1469,61.0,463,19.2,477,19.8,205,100.0,51,24.9,2,1.0,31,15.1,7,3.4,70,34.1,0,0.0,44,21.5,2409,100.0,1932,80.2,1890,78.5,1801,74.8,39,1.6,1,0.0,27,1.1,0,0.0,4,0.2,18,0.7,42,1.7,23,1.0,4,0.2,0,0.0,0,0.0,0,0.0,12,0.5,3,0.1,477,19.8,419,17.4,356,14.8,37,1.5,1,0.0,14,0.6,0,0.0,5,0.2,6,0.2,58,2.4,14,0.6,3,0.1,0,0.0,0,0.0,0,0.0,33,1.4,8,0.3
1400000US25027715100,25027715100,"Census Tract 7151, Worcester County, Massachusetts",1738,100.0,1670,96.1,68,3.9,1670,100.0,1542,92.3,1231,73.7,311,18.6,128,7.7,68,100.0,8,11.8,2,2.9,23,33.8,8,11.8,9,13.2,0,0.0,18,26.5,1670,100.0,1542,92.3,1521,91.1,1471,88.1,3,0.2,3,0.2,36,2.2,1,0.1,0,0.0,7,0.4,21,1.3,18,1.1,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1,128,7.7,126,7.5,120,7.2,2,0.1,0,0.0,2,0.1,0,0.0,0,0.0,2,0.1,2,0.1,2,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1400000US25027716100,25027716100,"Census Tract 7161, Worcester County, Massachusetts",3399,100.0,3145,92.5,254,7.5,3145,100.0,2175,69.2,1621,51.5,554,17.6,970,30.8,254,100.0,90,35.4,1,0.4,65,25.6,8,3.1,19,7.5,0,0.0,71,28.0,3145,100.0,2175,69.2,2088,66.4,2006,63.8,20,0.6,2,0.1,35,1.1,0,0.0,7,0.2,18,0.6,87,2.8,46,1.5,7,0.2,0,0.0,0,0.0,0,0.0,29,0.9,5,0.2,970,30.8,810,25.8,741,23.6,37,1.2,0,0.0,10,0.3,0,0.0,11,0.3,11,0.3,160,5.1,77,2.4,16,0.5,1,0.0,0,0.0,0,0.0,60,1.9,6,0.2
1400000US25027716200,25027716200,"Census Tract 7162, Worcester County, Massachusetts",1352,100.0,1237,91.5,115,8.5,1237,100.0,599,48.4,464,37.5,135,10.9,638,51.6,115,100.0,48,41.7,3,2.6,31,27.0,5,4.3,2,1.7,0,0.0,26,22.6,1237,100.0,599,48.4,552,44.6,520,42.0,20,1.6,2,0.2,4,0.3,0,0.0,1,0.1,5,0.4,47,3.8,22,1.8,6,0.5,0,0.0,0,0.0,0,0.0,16,1.3,3,0.2,638,51.6,552,44.6,492,39.8,26,2.1,2,0.2,10,0.8,0,0.0,11,0.9,11,0.9,86,7.0,50,4.0,6,0.5,1,0.1,0,0.0,0,0.0,24,1.9,5,0.4
1400000US25027716300,25027716300,"Census Tract 7163, Worcester County, Massachusetts",1646,100.0,1449,88.0,197,12.0,1449,100.0,519,35.8,391,27.0,128,8.8,930,64.2,197,100.0,114,57.9,8,4.1,29,14.7,3,1.5,1,0.5,0,0.0,42,21.3,1449,100.0,519,35.8,491,33.9,485,33.5,1,0.1,0,0.0,1,0.1,0,0.0,1,0.1,3,0.2,28,1.9,18,1.2,0,0.0,0,0.0,0,0.0,0,0.0,9,0.6,1,0.1,930,64.2,767,52.9,713,49.2,25,1.7,1,0.1,6,0.4,0,0.0,16,1.1,6,0.4,163,11.2,76,5.2,13,0.9,4,0.3,0,0.0,0,0.0,63,4.3,7,0.5
1400000US25027717100,25027717100,"Census Tract 7171, Worcester County, Massachusetts",1189,100.0,1125,94.6,64,5.4,1125,100.0,954,84.8,674,59.9,280,24.9,171,15.2,64,100.0,5,7.8,1,1.6,30,46.9,5,7.8,6,9.4,0,0.0,17,26.6,1125,100.0,954,84.8,952,84.6,928,82.5,4,0.4,1,0.1,11,1.0,0,0.0,2,0.2,6,0.5,2,0.2,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,171,15.2,169,15.0,160,14.2,1,0.1,1,0.1,2,0.2,0,0.0,0,0.0,5,0.4,2,0.2,2,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1400000US25027718100,25027718100,"Census Tract 7181, Worcester County, Massachusetts",1778,100.0,1698,95.5,80,4.5,1698,100.0,1434,84.5,1060,62.4,374,22.0,264,15.5,80,100.0,12,15.0,1,1.3,19,23.8,5,6.3,13,16.3,0,0.0,30,37.5,1698,100.0,1434,84.5,1423,83.8,1358,80.0,6,0.4,3,0.2,43,2.5,0,0.0,1,0.1,12,0.7,11,0.6,8,0.5,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1,1,0.1,264,15.5,260,15.3,254,15.0,4,0.2,0,0.0,0,0.0,0,0.0,1,0.1,1,0.1,4,0.2,2,0.1,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1,0,0.0
1400000US25027719100,25027719100,"Census Tract 7191, Worcester County, Massachusetts",2965,100.0,2810,94.8,155,5.2,2810,100.0,2445,87.0,1861,66.2,584,20.8,365,13.0,155,100.0,24,15.5,5,3.2,35,22.6,2,1.3,47,30.3,0,0.0,42,27.1,2810,100.0,2445,87.0,2425,86.3,2385,84.9,10,0.4,1,0.0,15,0.5,1,0.0,1,0.0,12,0.4,20,0.7,19,0.7,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,365,13.0,347,12.3,336,12.0,4,0.1,1,0.0,1,0.0,0,0.0,0,0.0,5,0.2,18,0.6,12,0.4,0,0.0,0,0.0,0,0.0,0,0.0,5,0.2,1,0.0
1400000US25027720100,25027720100,"Census Tract 7201, Worcester County, Massachusetts",1339,100.0,1279,95.5,60,4.5,1279,100.0,1172,91.6,890,69.6,282,22.0,107,8.4,60,100.0,5,8.3,0,0.0,15,25.0,6,10.0,15,25.0,0,0.0,19,31.7,1279,100.0,1172,91.6,1163,90.9,1145,89.5,3,0.2,0,0.0,10,0.8,0,0.0,0,0.0,5,0.4,9,0.7,8,0.6,0,0.0,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,107,8.4,105,8.2,104,8.1,0,0.0,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2,2,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1400000US25027721101,25027721101,"Census Tract 7211.01, Worcester County, Massachusetts",711,100.0,685,96.3,26,3.7,685,100.0,634,92.6,464,67.7,170,24.8,51,7.4,26,100.0,1,3.8,0,0.0,8,30.8,0,0.0,9,34.6,0,0.0,8,30.8,685,100.0,634,92.6,629,91.8,619,90.4,1,0.1,0,0.0,2,0.3,1,0.1,0,0.0,6,0.9,5,0.7,5,0.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,51,7.4,50,7.3,49,7.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,1,0.1,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1400000US25027721102,25027721102,"Census Tract 7211.02, Worcester County, Massachusetts",2990,100.0,2791,93.3,199,6.7,2791,100.0,2327,83.4,1951,69.9,376,13.5,464,16.6,199,100.0,49,24.6,2,1.0,22,11.1,6,3.0,77,38.7,0,0.0,43,21.6,2791,100.0,2327,83.4,2303,82.5,2234,80.0,20,0.7,3,0.1,30,1.1,0,0.0,2,0.1,14,0.5,24,0.9,20,0.7,1,0.0,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,464,16.6,455,16.3,442,15.8,7,0.3,1,0.0,1,0.0,1,0.0,1,0.0,2,0.1,9,0.3,6,0.2,0,0.0,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0
1400000US25027722100,25027722100,"Census Tract 7221, Worcester County, Massachusetts",2176,100.0,2025,93.1,151,6.9,2025,100.0,1613,79.7,1176,58.1,437,21.6,412,20.3,151,100.0,33,21.9,0,0.0,38,25.2,2,1.3,12,7.9,0,0.0,66,43.7,2025,100.0,1613,79.7,1601,79.1,1578,77.9,6,0.3,3,0.1,1,0.0,0,0.0,3,0.1,10,0.5,12,0.6,10,0.5,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,412,20.3,405,20.0,397,19.6,2,0.1,2,0.1,1,0.0,0,0.0,0,0.0,3,0.1,7,0.3,7,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1400000US25027723100,25027723100,"Census Tract 7231, Worcester County, Massachusetts",1608,100.0,1464,91.0,144,9.0,1464,100.0,1088,74.3,790,54.0,298,20.4,376,25.7,144,100.0,31,21.5,2,1.4,16,11.1,1,0.7,37,25.7,0,0.0,57,39.6,1464,100.0,1088,74.3,1083,74.0,1070,73.1,4,0.3,1,0.1,1,0.1,1,0.1,0,0.0,6,0.4,5,0.3,5,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,376,25.7,373,25.5,364,24.9,2,0.1,3,0.2,0,0.0,0,0.0,0,0.0,4,0.3,3,0.2,2,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1
1400000US25027724100,25027724100,"Census Tract 7241, Worcester County, Massachusetts",1699,100.0,1479,87.1,220,12.9,1479,100.0,1124,76.0,800,54.1,324,21.9,355,24.0,220,100.0,25,11.4,0,0.0,24,10.9,13,5.9,121,55.0,1,0.5,36,16.4,1479,100.0,1124,76.0,1117,75.5,1100,74.4,4,0.3,0,0.0,4,0.3,0,0.0,0,0.0,9,0.6,7,0.5,6,0.4,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,355,24.0,347,23.5,339,22.9,5,0.3,0,0.0,1,0.1,0,0.0,0,0.0,2,0.1,8,0.5,5,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,2,0.1
1400000US25027725100,25027725100,"Census Tract 7251, Worcester County, Massachusetts",2058,100.0,1862,90.5,196,9.5,1862,100.0,1371,73.6,1045,56.1,326,17.5,491,26.4,196,100.0,45,23.0,6,3.1,23,11.7,6,3.1,44,22.4,0,0.0,72,36.7,1862,100.0,1371,73.6,1356,72.8,1338,71.9,4,0.2,0,0.0,3,0.2,0,0.0,0,0.0,11,0.6,15,0.8,14,0.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,491,26.4,482,25.9,462,24.8,3,0.2,7,0.4,1,0.1,0,0.0,0,0.0,9,0.5,9,0.5,4,0.2,0,0.0,1,0.1,0,0.0,0,0.0,2,0.1,2,0.1
1400000US25027726100,25027726100,"Census Tract 7261, Worcester County, Massachusetts",2497,100.0,2251,90.1,246,9.9,2251,100.0,1961,87.1,1500,66.6,461,20.5,290,12.9,246,100.0,25,10.2,1,0.4,30,12.2,4,1.6,145,58.9,0,0.0,41,16.7,2251,100.0,1961,87.1,1944,86.4,1921,85.3,6,0.3,1,0.0,3,0.1,1,0.0,0,0.0,12,0.5,17,0.8,10,0.4,1,0.0,1,0.0,0,0.0,0,0.0,4,0.2,1,0.0,290,12.9,284,12.6,278,12.4,2,0.1,0,0.0,2,0.1,0,0.0,0,0.0,2,0.1,6,0.3,3,0.1,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0
1400000US25027726200,25027726200,"Census Tract 7262, Worcester County, Massachusetts",2798,100.0,2493,89.1,305,10.9,2493,100.0,1104,44.3,834,33.5,270,10.8,1389,55.7,305,100.0,162,53.1,7,2.3,44,14.4,1,0.3,13,4.3,0,0.0,78,25.6,2493,100.0,1104,44.3,1077,43.2,1054,42.3,7,0.3,3,0.1,5,0.2,0,0.0,1,0.0,7,0.3,27,1.1,14,0.6,3,0.1,1,0.0,0,0.0,0,0.0,9,0.4,0,0.0,1389,55.7,1354,54.3,1323,53.1,6,0.2,2,0.1,6,0.2,0,0.0,1,0.0,16,0.6,35,1.4,15,0.6,2,0.1,0,0.0,1,0.0,1,0.0,16,0.6,0,0.0
1400000US25027727100,25027727100,"Census Tract 7271, Worcester County, Massachusetts",1599,100.0,1546,96.7,53,3.3,1546,100.0,1462,94.6,1072,69.3,390,25.2,84,5.4,53,100.0,1,1.9,0,0.0,25,47.2,2,3.8,9,17.0,0,0.0,16,30.2,1546,100.0,1462,94.6,1439,93.1,1406,90.9,10,0.6,1,0.1,15,1.0,0,0.0,0,0.0,7,0.5,23,1.5,17,1.1,0,0.0,1,0.1,0,0.0,0,0.0,3,0.2,2,0.1,84,5.4,82,5.3,80,5.2,0,0.0,0,0.0,2,0.1,0,0.0,0,0.0,0,0.0,2,0.1,2,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
